,City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Maximum Temperature,Wind Speed
125,Hofn,14,IS,1579327561,48,64.25,-15.21,277.28,8.39
126,Chabahar,0,IR,1579327561,62,25.29,60.64,287.15,3.09
127,Kita,0,ML,1579327561,20,13.03,-9.49,290.48,3.13
128,Nanortalik,100,GL,1579327561,61,60.14,-45.24,270.12,7.21
129,Zhangjiakou,100,CN,1579327561,86,40.81,114.88,264.25,2.58
130,Bom Jesus da Lapa,63,BR,1579327561,54,-13.26,-43.42,301.15,2.1
131,Arman,100,RU,1579327561,77,59.7,150.17,256.52,3.59
132,Khatanga,100,RU,1579327561,96,71.97,102.5,254.25,2.21
133,Bathsheba,40,BB,1579327561,74,13.22,-59.52,299.15,4.6
134,Thunder Bay,90,CA,1579327276,79,48.4,-89.32,269.26,2.6
135,Saint-Philippe,100,RE,1579327562,62,-21.36,55.77,304.15,5.1
136,Priargunsk,62,RU,1579327562,95,50.37,119.1,250.36,0.7
137,Atar,0,MR,1579327562,20,20.52,-13.05,288.87,10.0
138,George Town,20,MY,1579327437,55,5.41,100.34,306.15,2.6
139,Lagan,42,RU,1579327562,88,45.39,47.37,273.12,3.97
140,Tuatapere,99,NZ,1579327562,50,-46.13,167.68,292.44,1.49
141,Cheney,90,US,1579327519,100,47.49,-117.58,271.48,2.6
142,Malpe,0,IN,1579327562,58,13.35,74.72,302.15,2.1
143,Hermanus,99,ZA,1579327562,75,-34.42,19.23,293.15,4.02
144,Constitucion,0,CL,1579327562,70,-35.33,-72.42,286.99,0.93
145,Shimokizukuri,75,JP,1579327562,69,40.81,140.39,275.37,3.6
146,Kihei,40,US,1579327562,100,20.79,-156.47,296.15,11.8
147,Chervone,0,UA,1579327562,93,49.96,28.86,271.21,3.53
148,Aguas Formosas,0,BR,1579327562,97,-17.08,-40.94,292.86,0.79
149,Wagar,19,SD,1579327562,63,16.15,36.2,294.99,6.12
150,At-Bashi,0,KG,1579327562,52,41.17,75.81,256.59,3.35
151,East London,75,ZA,1579327562,88,-33.02,27.91,294.15,4.1
152,Watsonville,1,US,1579327272,87,36.91,-121.76,281.15,1.18
153,Gamba,94,GA,1579327562,89,-2.65,10.0,298.18,1.38
154,Codrington,46,AU,1579327562,88,-38.27,141.97,290.32,8.49
155,Henties Bay,100,NA,1579327562,94,-22.12,14.28,292.59,2.24
156,Buala,50,SB,1579327563,70,-8.14,159.59,302.17,4.3
157,Hella,95,NO,1579327563,83,67.2,14.43,273.15,11.8
158,Fortuna,1,US,1579327563,89,40.6,-124.16,282.59,4.1
159,Isangel,75,VU,1579327563,70,-19.55,169.27,303.15,5.1
160,Kaitangata,100,NZ,1579327563,63,-46.28,169.85,292.59,6.07
161,Asau,75,RO,1579327563,64,46.43,26.4,273.15,4.6
162,Kumul,1,CN,1579327563,54,42.8,93.45,265.01,0.91
163,Provideniya,47,RU,1579327563,94,64.38,-173.3,256.55,3.33
164,Sabang,20,ID,1579327563,79,5.89,95.32,301.02,8.83
165,Bato,5,PH,1579327563,73,13.35,123.37,300.9,2.88
166,Itaituba,84,BR,1579327563,90,-4.28,-55.98,296.14,0.46
167,Mbanza-Ngungu,100,CD,1579327563,95,-5.25,14.87,294.85,3.31
168,Chui,0,UY,1579327563,69,-33.7,-53.46,288.58,2.07
169,Vardo,0,NO,1579327563,61,70.37,31.11,266.28,2.91
170,Kutum,57,SD,1579327563,40,14.2,24.67,285.16,1.91
171,Bambous Virieux,75,MU,1579327563,79,-20.34,57.76,302.15,4.1
172,Te Anau,69,NZ,1579327563,61,-45.42,167.72,292.35,3.26
173,Butaritari,100,KI,1579327563,78,3.07,172.79,302.29,5.96
174,Adrar,0,MR,1579327563,34,20.5,-10.07,285.94,6.9
175,Sandane,75,NO,1579327563,52,61.77,6.21,281.15,10.3
176,Azangaro,99,PE,1579327563,84,-14.92,-70.22,276.75,1.33
177,Malakal,73,SS,1579327563,19,9.53,31.66,297.16,6.2
178,Oussouye,2,SN,1579327563,63,12.48,-16.55,289.15,2.1
179,Ribeira Grande,44,PT,1579327563,88,38.52,-28.7,287.84,4.26
180,Alofi,100,NU,1579327563,79,-19.06,-169.92,300.86,16.94
181,Lexington,90,US,1579327121,59,37.99,-84.48,278.15,2.6
182,Mount Gambier,40,AU,1579327563,47,-37.83,140.77,297.15,6.2
183,Manzanillo,0,CU,1579327564,83,20.34,-77.12,293.52,4.73
184,Kichera,100,RU,1579327564,95,55.94,110.1,258.55,1.77
185,Cacapava do Sul,10,BR,1579327564,80,-30.51,-53.49,286.47,1.85
186,Pirgos,75,GR,1579327564,76,35.12,25.72,285.37,9.8
187,Areosa,75,PT,1579327564,93,41.72,-8.86,287.59,5.7
188,Paita,96,PE,1579327564,75,-5.09,-81.11,296.53,4.59
189,Lavrentiya,22,RU,1579327564,86,65.58,-171.0,254.75,2.14
190,Tasiilaq,20,GL,1579327564,66,65.61,-37.64,263.15,2.4
191,Cesky Dub,90,CZ,1579327564,92,50.66,15.0,274.82,2.1
192,Bredasdorp,100,ZA,1579327564,68,-34.53,20.04,292.04,5.1
193,Vila,90,PT,1579327564,87,42.03,-8.16,287.59,5.7
194,Tomatlan,84,MX,1579327564,55,19.93,-105.25,294.31,1.37
195,Mogadishu,93,SO,1579327507,57,2.04,45.34,299.15,6.7
196,Srandakan,0,ID,1579327564,56,-7.94,110.25,303.97,4.16
197,Vilyuysk,100,RU,1579327564,96,63.76,121.62,257.32,2.5
198,Brandon,90,US,1579327564,82,27.94,-82.29,292.59,1.5
199,Mehamn,0,NO,1579327564,75,71.04,27.85,262.47,4.38
200,Vanavara,100,RU,1579327564,90,60.34,102.28,264.54,4.65
201,Kemin,0,KG,1579327564,50,42.78,75.69,270.78,1.27
202,Fairbanks,1,US,1579327564,74,64.84,-147.72,253.15,0.88
203,Vestmannaeyjar,69,IS,1579327564,63,63.44,-20.27,276.6,2.35
204,Port-Gentil,90,GA,1579327565,94,-0.72,8.78,299.15,1.0
205,Port Lincoln,0,AU,1579327565,56,-34.73,135.87,292.03,7.48
206,Quthing,99,LS,1579327565,51,-30.4,27.7,295.03,1.41
207,Bowling Green,90,US,1579327565,36,36.99,-86.44,283.15,5.1
208,Clyde River,1,CA,1579327565,74,70.47,-68.59,241.15,2.6
209,Assiut,11,EG,1579327565,87,27.18,31.18,280.15,3.6
210,Qaanaaq,0,GL,1579327565,62,77.48,-69.36,246.36,3.8
211,Ahipara,0,NZ,1579327565,64,-35.17,173.17,296.48,7.3
212,Rafaela,20,AR,1579327565,53,-31.25,-61.49,292.59,1.34
213,Kavieng,16,PG,1579327565,75,-2.57,150.8,302.64,12.48
214,Hazorasp,90,UZ,1579327565,100,41.32,61.07,270.15,4.1
215,Esperance,90,AU,1579327565,55,-33.87,121.9,292.15,8.2
216,San Patricio,79,MX,1579327565,71,19.22,-104.7,299.65,2.13
217,Pinerovka,100,RU,1579327565,92,51.56,43.07,274.26,0.45
218,Kotma,55,IN,1579327565,53,23.2,81.97,295.58,3.18
219,Shenjiamen,100,CN,1579327565,71,29.96,122.3,279.14,7.71
220,Yulara,0,AU,1579327565,11,-25.24,130.99,312.15,4.6
221,Cabo San Lucas,5,MX,1579327528,60,22.89,-109.91,294.26,0.76
222,Salinopolis,100,BR,1579327565,82,-0.61,-47.36,300.52,6.69
223,Fukuecho,40,JP,1579327565,50,32.69,128.84,284.15,7.2
224,Camacha,0,PT,1579327565,87,33.08,-16.33,289.15,0.5
225,Sept-Iles,5,CA,1579327526,52,50.2,-66.38,251.15,4.6
226,Petropavlovsk-Kamchatsky,2,RU,1579327482,72,53.05,158.65,261.15,1.0
227,Grindavik,75,IS,1579327566,56,63.84,-22.43,273.15,1.0
228,Aberdeen,0,GB,1579327566,64,57.14,-2.1,277.15,7.2
229,Natal,75,BR,1579327566,94,-5.79,-35.21,297.15,2.1
230,Batagay-Alyta,0,RU,1579327566,78,67.8,130.41,240.51,2.14
231,Ancud,0,CL,1579327566,87,-41.87,-73.82,285.15,4.6
232,Ypsonas,75,CY,1579327566,87,34.69,32.96,283.71,1.5
233,Hamilton,90,US,1579327472,55,39.18,-84.53,275.15,1.5
234,Hasaki,75,JP,1579327566,86,35.73,140.83,278.15,8.7
235,Mandalgovi,0,MN,1579327566,63,45.76,106.27,260.3,6.25
236,Muromtsevo,0,RU,1579327566,88,56.37,75.24,255.38,2.58
237,Lompoc,1,US,1579327566,93,34.64,-120.46,283.71,2.1
238,Kropotkin,97,RU,1579327566,88,45.44,40.58,272.46,3.41
239,Grootfontein,40,NA,1579327566,50,-19.57,18.12,296.14,2.61
240,Arraial do Cabo,98,BR,1579327566,76,-22.97,-42.03,296.99,7.23
241,Yellowknife,5,CA,1579327566,74,62.46,-114.35,240.37,2.1
242,Janakkala,40,FI,1579327566,89,60.83,24.67,275.37,2.6
243,Norman Wells,5,CA,1579327566,76,65.28,-126.83,250.15,5.7
244,Noumea,90,NC,1579327341,66,-22.28,166.46,302.15,3.6
245,Bengkulu,100,ID,1579327566,69,-3.8,102.27,301.77,1.38
246,Necochea,0,AR,1579327566,39,-38.55,-58.74,291.24,7.57
247,'Ewa Beach,20,US,1579327566,60,21.32,-158.01,296.15,4.1
248,Bariloche,0,AR,1579327566,62,-41.15,-71.31,286.15,1.5
249,Erdenet,4,MN,1579327567,78,49.03,104.08,256.34,2.11
250,Montijo,75,PT,1579327567,100,38.71,-8.97,289.26,9.3
251,Port Macquarie,90,AU,1579327567,100,-31.43,152.92,297.59,3.6
252,Sitka,20,US,1579327567,42,57.05,-135.33,270.15,4.6
253,Tramandai,0,BR,1579327567,61,-29.98,-50.13,294.97,6.16
254,Kirakira,3,SB,1579327567,70,-10.45,161.92,301.61,0.8
255,Ambon,32,ID,1579327567,78,-3.7,128.18,301.82,6.93
256,Katsuura,75,JP,1579327567,93,35.13,140.3,276.48,9.3
257,Ushtobe,38,KZ,1579327567,61,45.25,77.98,269.53,1.13
258,Rocha,0,UY,1579327567,76,-34.48,-54.33,284.75,2.6
259,West Wendover,1,US,1579327567,73,40.74,-114.07,269.15,2.07
260,Antofagasta,6,CL,1579327567,88,-23.65,-70.4,292.15,1.0
261,Polonnaruwa,84,LK,1579327567,66,7.93,81.0,302.86,4.49
262,Ljungby,100,SE,1579327567,100,56.83,13.94,279.15,5.1
263,Vostok,31,RU,1579327567,88,46.49,135.88,261.81,0.82
264,Yumen,49,CN,1579327567,42,40.28,97.2,268.82,11.38
265,Srednekolymsk,100,RU,1579327567,98,67.45,153.68,245.77,2.49
266,Strelka,100,RU,1579327567,93,58.07,93.03,269.55,5.97
267,Hobyo,42,SO,1579327565,55,5.35,48.53,300.08,10.0
268,Port Blair,16,IN,1579327324,75,11.67,92.75,300.42,6.37
269,Castro,84,BR,1579327567,93,-24.79,-50.01,287.53,2.84
270,Marang,40,MY,1579327567,74,5.21,103.21,303.15,4.1
271,Salalah,0,OM,1579327446,49,17.02,54.09,296.15,3.6
272,Pecos,1,US,1579327568,81,31.42,-103.49,282.15,2.1
273,Peniche,75,PT,1579327568,100,39.36,-9.38,289.26,9.3
274,Le Vauclin,2,MQ,1579327568,94,14.55,-60.84,296.15,2.1
275,Elban,100,RU,1579327568,94,50.1,136.51,253.27,2.37
276,Mossamedes,84,AO,1579327568,77,-15.2,12.15,297.81,2.43
277,Safaga,13,EG,1579327285,67,26.73,33.94,287.15,6.2
278,Palmaner,86,IN,1579327568,71,13.2,78.75,298.66,4.38
279,Ostrovnoy,61,RU,1579327568,97,68.05,39.51,257.75,3.84
280,Gander,90,CA,1579327568,85,48.97,-54.59,266.15,17.5
281,Souillac,75,MU,1579327568,79,-20.52,57.52,302.15,4.1
282,Tigil,93,RU,1579327568,85,57.8,158.67,259.11,2.27
283,Severo-Kuril'sk,93,RU,1579327568,85,50.68,156.12,264.11,7.91
284,Geraldton,30,AU,1579327568,58,-28.77,114.6,301.15,11.8
285,Birin,8,NP,1579327568,69,26.89,88.07,285.05,2.76
286,George Town,20,MY,1579327568,55,5.41,100.34,306.15,2.6
287,Argelia,89,CO,1579327568,85,2.26,-77.25,289.31,1.08
288,Port Keats,15,AU,1579327568,51,-14.25,129.55,307.54,4.47
289,Nakusp,79,CA,1579327568,90,50.25,-117.8,258.4,0.34
290,Omsukchan,100,RU,1579327568,99,62.53,155.8,242.78,1.36
291,Opuwo,80,NA,1579327569,68,-18.06,13.84,294.68,3.55
292,Berkak,100,NO,1579327569,94,62.83,10.01,271.48,1.43
293,Novoagansk,79,RU,1579327569,94,61.94,76.66,254.16,7.01
294,Baharly,83,TM,1579327569,56,38.44,57.43,276.3,2.88
295,Flinders,100,AU,1579327569,82,-34.58,150.86,296.48,5.7
296,Rizhao,0,CN,1579327562,51,35.43,119.46,278.91,2.39
297,Douentza,8,ML,1579327569,25,15.0,-2.95,285.49,1.5
298,Bambanglipuro,0,ID,1579327569,56,-7.95,110.28,303.97,4.16
299,Namatanai,83,PG,1579327569,76,-3.67,152.43,301.85,5.01
300,Vicosa do Ceara,100,BR,1579327569,95,-3.56,-41.09,295.64,0.55
301,Qaqortoq,90,GL,1579327569,85,60.72,-46.03,266.15,2.1
302,Basco,69,PH,1579327569,82,20.45,121.97,294.99,10.19
303,Port Hardy,90,CA,1579327569,84,50.7,-127.42,274.15,15.9
304,Atyashevo,100,RU,1579327569,97,54.56,46.07,272.91,4.86
305,Bonavista,100,CA,1579327569,88,48.65,-53.11,269.34,25.42
306,Ambulu,0,ID,1579327569,72,-8.35,113.61,301.03,3.58
307,Luderitz,0,NA,1579327569,77,-26.65,15.16,292.15,9.8
308,Altay,100,CN,1579327569,94,47.87,88.12,258.4,2.16
309,Newcastle,90,AU,1579327279,94,-32.93,151.78,294.82,6.7
310,Ayodhya,0,IN,1579327569,67,26.8,82.2,293.37,0.48
311,Los Llanos de Aridane,0,ES,1579327569,67,28.66,-17.92,289.15,4.6
312,Oktyabrskiy,88,RU,1579327570,95,54.48,53.47,270.24,3.69
313,Alugan,2,PH,1579327570,80,12.22,125.48,300.87,3.14
314,Novyy Urengoy,99,RU,1579327570,96,66.08,76.63,255.81,3.31
315,Wangaratta,40,AU,1579327570,19,-36.37,146.33,305.37,4.6
316,Mana,31,GF,1579327565,98,5.66,-53.78,295.37,0.78
317,Talnakh,40,RU,1579327570,75,69.49,88.4,244.15,6.0
318,Malm,100,NO,1579327570,88,64.07,11.22,278.71,4.1
319,Vila Franca do Campo,40,PT,1579327570,93,37.72,-25.43,290.15,3.1
320,Mayo,1,US,1579327570,58,38.89,-76.51,272.15,2.1
321,Xapuri,96,BR,1579327570,98,-10.65,-68.5,294.97,0.91
322,Mareeba,22,AU,1579327570,70,-17.0,145.43,309.26,5.1
323,Tocopilla,3,CL,1579327570,48,-22.09,-70.2,289.53,0.53
324,Bilma,0,NE,1579327570,54,18.69,12.92,283.3,4.14
325,Lambarene,100,GA,1579327570,96,-0.7,10.24,296.4,0.39
326,Roald,75,NO,1579327570,70,62.58,6.13,281.15,8.7
327,Sauda,100,NO,1579327570,88,59.65,6.35,277.59,0.45
328,Bilibino,90,RU,1579327571,86,68.05,166.44,245.27,1.74
329,Alamosa,1,US,1579327384,52,37.47,-105.87,265.15,5.7
330,Tukrah,5,LY,1579327571,66,32.53,20.58,286.03,5.3
331,Tignere,25,CM,1579327571,37,7.37,12.65,290.18,0.48
332,Lakselv,98,NO,1579327571,84,70.05,24.97,263.15,6.7
333,Monterotondo,75,IT,1579327571,87,42.05,12.62,283.15,4.1
334,Kamaishi,75,JP,1579327571,55,39.27,141.88,275.15,3.6
335,Eagle Pass,90,US,1579327571,100,28.71,-100.5,286.15,1.02
336,Bairiki Village,90,KI,1579327571,88,1.33,172.98,299.15,16.5
337,Mahibadhoo,100,MV,1579327571,82,3.78,72.97,300.74,6.77
338,Rock Sound,0,BS,1579327571,75,24.9,-76.2,295.22,13.85
339,Qasigiannguit,87,GL,1579327571,49,68.82,-51.19,257.15,3.6
340,Bitlis,75,TR,1579327571,92,38.5,42.25,264.15,3.85
341,Lao Cai,64,VN,1579327571,56,22.48,103.95,294.68,1.58
342,Dicabisagan,81,PH,1579327571,86,17.08,122.42,297.2,4.93
343,Baiyin,100,CN,1579327571,58,36.56,104.21,269.15,3.0
344,Urumqi,40,CN,1579327360,84,43.8,87.6,256.15,1.0
345,Kingman,1,US,1579327572,20,35.19,-114.05,285.15,3.1
346,Kolosovka,0,RU,1579327572,83,56.47,73.61,255.2,3.58
347,Nauta,82,PE,1579327572,98,-4.51,-73.58,295.56,1.02
348,Taoudenni,0,ML,1579327572,37,22.68,-3.98,285.27,5.34
349,Orapa,100,BW,1579327572,92,-21.28,25.37,292.09,4.6
350,Lorengau,56,PG,1579327572,76,-2.02,147.27,302.51,11.72
351,Lukuledi,98,TZ,1579327572,89,-10.57,38.8,297.97,4.13
352,Zhigansk,100,RU,1579327572,94,66.77,123.37,247.56,9.46
353,Ponta Delgada,40,PT,1579327572,93,37.73,-25.67,290.15,3.1
354,Jalu,37,LY,1579327572,72,29.03,21.55,285.46,3.71
355,Hervey Bay,0,AU,1579327572,58,-25.3,152.85,304.26,5.7
356,Ternovka,100,RU,1579327572,96,51.68,41.64,272.76,2.06
357,Jakobstad,90,FI,1579327572,100,63.67,22.7,277.04,4.1
358,Labuhan,43,ID,1579327572,64,-6.88,112.21,304.01,0.43
359,Ikongo,36,MG,1579327572,67,-21.88,47.43,301.85,1.12
360,Narsaq,100,GL,1579327572,85,60.92,-46.05,266.15,2.1
361,Ronne,96,DK,1579327572,87,55.1,14.71,280.15,10.8
362,Richards Bay,91,ZA,1579327572,81,-28.78,32.04,299.64,3.87
363,Kyzyl-Suu,0,KG,1579327572,64,42.34,78.0,266.92,2.82
364,Predivinsk,100,RU,1579327573,89,57.07,93.44,268.36,6.14
365,Seoni Malwa,0,IN,1579327515,52,22.45,77.47,295.02,4.54
366,Moglingen,40,DE,1579327573,86,48.89,9.13,278.71,3.1
367,Gijang,75,KR,1579327573,42,35.24,129.21,282.15,5.1
368,Antalaha,83,MG,1579327573,78,-14.9,50.28,300.69,1.02
369,Partenit,2,UA,1579327573,70,44.58,34.34,277.92,7.19
370,Baruun-Urt,97,MN,1579327573,92,46.68,113.28,257.44,3.54
371,Dharchula,100,IN,1579327573,90,29.85,80.53,273.0,2.19
372,Sabzevar,85,IR,1579327573,41,36.21,57.68,277.13,1.86
373,Mackay,31,AU,1579327573,55,-21.15,149.2,305.15,4.6
374,Shalinskoye,100,RU,1579327573,87,55.72,93.76,266.4,10.65
